categoria,estacao,preco,desconto,tendencia,margem,historico_vendas,unidades
Vestido,Inverno,148.15,0,0,0.39,3,8
Sweater,Inverno,59.27,0,0,0.64,74,67
Sweater,Outono,74.8,50,1,0.63,70,94
Saia,Outono,124.83,0,0,0.55,12,18
Vestido,Outono,87.17,0,0,0.47,34,30
Vestido,Verão,118.57,20,0,0.2,98,90
Casaco,Primavera,15.34,10,0,0.56,30,24
Casaco,Primavera,95.47,0,0,0.48,25,18
Calças,Outono,143.15,10,0,0.24,56,56
Vestido,Verão,86.52,0,1,0.6,77,85
Vestido,Verão,64.83,20,1,0.31,82,110
Vestido,Inverno,125.47,50,0,0.26,4,21
Casaco,Primavera,67.53,10,0,0.22,20,19
Sweater,Primavera,149.02,20,1,0.48,28,31
Casaco,Verão,82.11,20,0,0.56,16,9
T-shirt,Verão,63.14,0,0,0.64,104,81
Saia,Inverno,36.16,0,0,0.31,20,2
Vestido,Verão,99.39,20,1,0.35,63,105
Saia,Inverno,136.94,50,0,0.65,6,13
Sweater,Verão,62.97,30,0,0.27,6,16
Casaco,Verão,75.67,10,0,0.46,18,17
Saia,Outono,29.94,10,1,0.49,31,23
Sweater,Primavera,138.74,20,0,0.41,31,14
Casaco,Verão,115.63,0,0,0.61,1,21
Sweater,Inverno,26.2,10,0,0.58,74,80
Calças,Verão,147.9,30,1,0.39,33,54
Sweater,Outono,57.89,0,1,0.43,48,60
Sweater,Verão,74.75,10,1,0.36,14,6
Calças,Primavera,112.74,50,1,0.45,47,73
T-shirt,Outono,69.37,10,0,0.63,39,37
Vestido,Verão,127.27,0,0,0.21,112,63
Saia,Outono,29.72,10,0,0.23,30,24
T-shirt,Inverno,36.9,20,0,0.34,24,20
Sweater,Outono,44.32,20,0,0.32,55,74
Saia,Inverno,67.96,0,1,0.25,11,15
Sweater,Inverno,13.23,10,0,0.4,52,73
Vestido,Primavera,87.43,10,0,0.42,84,66
Calças,Verão,15.14,0,1,0.38,44,49
T-shirt,Outono,25.43,20,0,0.36,44,47
Vestido,Verão,36.71,20,0,0.29,73,85
Calças,Verão,100.16,50,0,0.44,41,54
Sweater,Inverno,76.03,0,0,0.38,47,66
Calças,Inverno,28.8,30,1,0.29,41,72
Calças,Verão,45.16,30,1,0.46,43,52
Sweater,Primavera,18.68,30,1,0.36,37,39
Calças,Inverno,25.88,10,0,0.45,40,42
Casaco,Outono,71.57,20,0,0.47,61,55
T-shirt,Verão,12.43,10,1,0.36,87,123
Casaco,Verão,146.92,20,0,0.53,1,19
Vestido,Verão,118.48,20,0,0.24,82,82
Casaco,Outono,36.32,10,0,0.64,50,54
Saia,Verão,96.37,20,0,0.3,45,72
Sweater,Inverno,104.61,0,0,0.23,98,68
Calças,Outono,40.67,10,1,0.57,60,71
Calças,Inverno,77.88,30,0,0.62,41,57
Casaco,Primavera,109.37,10,1,0.53,23,29
Casaco,Outono,91.12,20,1,0.36,54,81
Vestido,Primavera,112.18,20,0,0.41,101,74
T-shirt,Inverno,127.93,0,0,0.26,15,27
Vestido,Outono,68.79,0,0,0.37,38,39
Casaco,Inverno,140.34,20,0,0.57,59,90
Calças,Outono,21.97,30,0,0.29,44,65
Casaco,Primavera,135.4,0,0,0.38,19,21
Casaco,Primavera,58.71,0,0,0.21,3,19
Saia,Inverno,26.06,30,0,0.62,3,16
T-shirt,Inverno,55.32,10,0,0.46,18,19
Calças,Verão,42.09,0,0,0.46,52,37
Vestido,Verão,137.77,20,0,0.36,96,87
Saia,Inverno,89.99,0,1,0.35,15,14
Vestido,Verão,95.16,0,0,0.55,98,66
Saia,Verão,70.43,0,0,0.47,75,62
Sweater,Verão,134.27,10,1,0.36,5,1
Sweater,Outono,81.51,10,1,0.28,55,78
T-shirt,Primavera,76.93,10,0,0.45,70,59
Calças,Verão,65.51,0,1,0.29,58,47
Vestido,Outono,89.16,10,0,0.23,24,31
Casaco,Inverno,128.83,10,1,0.29,93,92
T-shirt,Verão,118.24,0,1,0.34,80,97
T-shirt,Primavera,142.65,0,1,0.47,65,50
T-shirt,Primavera,68.08,10,0,0.27,68,71
Calças,Primavera,102.76,20,0,0.48,57,50
Calças,Primavera,11.8,0,0,0.46,46,50
T-shirt,Verão,78.25,0,0,0.43,63,84
Calças,Verão,48.97,0,1,0.28,53,50
Casaco,Inverno,139.87,0,0,0.26,94,78
Vestido,Verão,73.98,10,0,0.42,94,89
Sweater,Outono,149.08,10,0,0.57,45,50
Casaco,Primavera,30.59,20,1,0.61,19,22
Saia,Primavera,135.21,0,0,0.46,62,48
T-shirt,Inverno,99.65,10,1,0.35,10,17
Vestido,Verão,109.49,50,1,0.39,96,124
Calças,Primavera,62.29,20,0,0.39,50,53
Saia,Outono,54.13,20,0,0.26,19,36
Vestido,Verão,64.17,0,1,0.42,95,95
Saia,Outono,88.76,10,0,0.33,17,18
Saia,Verão,39.98,10,1,0.23,55,82
T-shirt,Outono,124.54,30,0,0.44,23,46
Saia,Outono,32.03,10,1,0.28,31,30
Calças,Primavera,122.85,0,0,0.29,46,47
T-shirt,Outono,146.01,10,1,0.29,48,45
Vestido,Outono,96.75,30,0,0.25,40,20
Saia,Primavera,149.16,10,0,0.63,49,42
Calças,Inverno,121.89,0,0,0.43,46,47
Calças,Verão,119.62,0,1,0.49,44,49
Calças,Inverno,99.13,0,0,0.48,33,47
Sweater,Verão,62.52,10,0,0.49,19,1
Saia,Verão,107.46,30,1,0.65,69,97
Vestido,Verão,55.62,20,1,0.3,75,112
T-shirt,Primavera,101.54,0,0,0.62,64,53
Vestido,Verão,33.98,20,0,0.3,109,101
Casaco,Verão,17.08,30,0,0.45,4,11
T-shirt,Primavera,92.08,20,0,0.58,44,47
Casaco,Outono,108.83,0,0,0.2,58,57
Calças,Outono,97.96,10,0,0.5,36,49
Calças,Primavera,54.67,30,0,0.26,38,63
Sweater,Outono,66.23,0,0,0.51,60,51
Calças,Outono,110.85,20,0,0.6,51,55
Vestido,Primavera,45.24,10,1,0.27,90,87
Casaco,Primavera,42.62,0,1,0.42,17,15
Sweater,Verão,101.39,0,0,0.58,1,9
T-shirt,Verão,133.61,0,0,0.54,71,55
Calças,Inverno,55.1,20,0,0.52,72,61
Casaco,Inverno,137.69,10,0,0.6,60,74
Vestido,Inverno,143.99,30,0,0.51,24,20
T-shirt,Verão,75.49,0,0,0.36,82,80
Calças,Primavera,36.55,0,1,0.52,61,58
T-shirt,Outono,115.08,50,0,0.47,50,59
Calças,Verão,101.38,10,0,0.6,46,32
Casaco,Verão,22.5,0,0,0.29,3,1
Calças,Outono,138.7,10,1,0.36,57,75
Saia,Outono,96.93,10,1,0.31,27,32
T-shirt,Primavera,100.68,0,0,0.55,68,46
T-shirt,Inverno,75.12,0,0,0.37,20,25
Casaco,Primavera,121.66,20,0,0.43,21,21
Saia,Outono,46.89,30,0,0.49,12,39
Saia,Verão,16.79,20,1,0.5,74,104
Saia,Primavera,24.27,0,0,0.56,67,58
Sweater,Verão,121.73,0,0,0.3,4,5
Saia,Verão,132.35,10,1,0.29,48,96
T-shirt,Inverno,121.25,20,1,0.38,10,24
Casaco,Primavera,39.1,0,0,0.21,34,26
Saia,Primavera,26.0,0,0,0.58,56,42
Calças,Outono,93.18,20,0,0.29,69,65
Casaco,Primavera,110.45,20,0,0.65,6,31
Calças,Verão,70.94,10,1,0.56,32,45
Vestido,Verão,132.67,30,0,0.39,79,90
Casaco,Inverno,23.45,20,1,0.41,74,111
Saia,Primavera,141.49,20,1,0.29,39,72
Calças,Verão,45.27,0,1,0.31,33,45
Calças,Primavera,107.28,20,0,0.21,53,50
Vestido,Primavera,37.69,20,1,0.57,70,93
Saia,Inverno,124.8,0,0,0.54,8,4
Vestido,Verão,34.81,20,0,0.24,87,96
Vestido,Verão,97.06,10,0,0.25,62,67
Vestido,Verão,92.47,10,0,0.62,61,85
Calças,Outono,66.24,0,1,0.23,66,63
T-shirt,Outono,65.05,0,1,0.55,49,32
Saia,Verão,15.46,20,1,0.36,74,99
Sweater,Outono,119.09,10,0,0.24,53,55
T-shirt,Inverno,63.78,30,1,0.5,15,23
T-shirt,Inverno,107.84,30,0,0.5,16,20
Calças,Outono,16.69,20,1,0.36,46,66
Sweater,Inverno,81.72,0,0,0.53,65,69
Vestido,Inverno,57.75,0,1,0.45,15,20
Saia,Outono,96.05,30,0,0.31,36,32
Sweater,Verão,107.95,0,0,0.63,12,1
Saia,Verão,58.21,20,1,0.53,83,91
Calças,Outono,38.74,0,0,0.59,47,50
Casaco,Primavera,46.13,0,1,0.33,21,21
Vestido,Primavera,79.37,30,1,0.46,74,84
T-shirt,Outono,15.79,0,0,0.44,22,34
T-shirt,Inverno,66.1,0,0,0.33,28,18
Vestido,Verão,71.46,20,0,0.28,99,93
Sweater,Outono,55.61,0,0,0.44,46,52
Vestido,Inverno,115.01,0,0,0.36,26,14
Saia,Primavera,48.76,0,0,0.6,40,43
Calças,Verão,47.09,0,0,0.26,46,36
T-shirt,Verão,140.62,20,1,0.25,94,110
Saia,Inverno,119.01,30,1,0.31,9,13
T-shirt,Outono,16.69,0,0,0.26,40,27
Calças,Outono,113.91,20,0,0.25,46,54
Sweater,Verão,141.0,30,0,0.28,2,6
Vestido,Verão,21.78,0,0,0.64,97,92
Calças,Verão,41.01,10,1,0.32,27,52
Casaco,Verão,140.71,10,1,0.59,6,13
T-shirt,Verão,59.41,0,1,0.54,85,97
Saia,Verão,83.05,10,0,0.43,89,83
T-shirt,Primavera,115.17,50,1,0.3,56,91
Calças,Outono,18.56,10,0,0.22,51,51
Saia,Primavera,120.88,50,1,0.42,59,75
T-shirt,Outono,80.75,20,1,0.31,37,51
Casaco,Inverno,117.73,20,1,0.37,62,100
Saia,Primavera,15.21,0,0,0.31,67,53
T-shirt,Primavera,116.65,0,1,0.4,39,61
Calças,Verão,49.41,0,0,0.23,37,29
Calças,Inverno,132.58,30,0,0.32,29,53
Sweater,Primavera,148.7,20,1,0.46,32,31
Calças,Outono,93.34,20,0,0.6,53,54
Casaco,Outono,129.38,10,0,0.44,35,55
Sweater,Inverno,118.96,20,1,0.45,55,101
Casaco,Primavera,63.06,30,0,0.34,23,25
Casaco,Inverno,134.42,0,1,0.4,67,78
Calças,Inverno,69.2,50,0,0.36,49,59
Calças,Primavera,31.92,0,1,0.52,37,56
Saia,Outono,118.91,10,0,0.35,10,26
Sweater,Verão,122.2,10,0,0.32,10,15
Casaco,Inverno,88.93,0,1,0.61,72,83
Saia,Primavera,53.71,30,0,0.49,71,66
Casaco,Outono,98.44,20,1,0.55,55,61
T-shirt,Primavera,145.49,0,0,0.39,48,49
Casaco,Verão,147.28,20,1,0.36,3,11
T-shirt,Verão,30.13,30,0,0.57,81,96
Casaco,Inverno,25.23,30,0,0.53,66,97
Saia,Primavera,85.96,10,0,0.5,59,49
Sweater,Primavera,23.56,0,0,0.65,25,31
Casaco,Outono,93.9,0,1,0.63,47,67
Sweater,Verão,112.85,30,0,0.56,9,3
Sweater,Primavera,96.28,30,1,0.51,33,37
Calças,Verão,121.35,20,0,0.57,40,42
T-shirt,Inverno,43.07,30,0,0.5,9,31
T-shirt,Inverno,133.57,0,0,0.51,22,18
Sweater,Outono,44.11,0,0,0.39,70,49
Casaco,Verão,137.49,50,1,0.61,11,15
Calças,Outono,99.17,20,1,0.49,60,63
Saia,Inverno,63.69,0,1,0.54,13,1
Calças,Primavera,12.25,10,0,0.24,58,54
Casaco,Verão,91.69,0,1,0.36,5,17
Sweater,Outono,64.64,20,0,0.39,55,66
Calças,Primavera,68.83,0,0,0.27,53,46
Calças,Verão,93.98,10,0,0.59,34,34
T-shirt,Verão,12.46,0,0,0.48,71,67
Casaco,Verão,146.35,0,1,0.46,1,1
Vestido,Outono,135.43,0,0,0.42,46,16
Calças,Verão,119.01,10,0,0.64,37,41
Sweater,Primavera,44.31,20,0,0.51,14,35
Casaco,Primavera,50.72,20,1,0.32,28,35
Casaco,Verão,40.8,0,0,0.42,5,6
Casaco,Inverno,130.05,30,0,0.58,75,88
Casaco,Verão,104.34,0,1,0.28,1,9
Vestido,Inverno,43.26,0,0,0.33,9,17
Vestido,Primavera,55.97,10,0,0.37,79,66
Calças,Verão,100.66,50,0,0.64,26,42
T-shirt,Verão,70.57,0,0,0.33,115,79
Casaco,Primavera,69.81,0,0,0.47,15,15
T-shirt,Verão,71.64,10,0,0.59,97,85
Sweater,Primavera,25.62,0,1,0.58,37,34
Casaco,Inverno,105.23,0,1,0.54,77,83
T-shirt,Outono,102.62,10,0,0.48,45,35
T-shirt,Inverno,86.46,20,0,0.65,9,18
T-shirt,Outono,31.78,50,1,0.35,52,66
Sweater,Verão,10.04,20,1,0.43,12,18
Sweater,Outono,65.38,50,1,0.63,46,87
Vestido,Verão,111.41,0,0,0.32,91,76
Sweater,Inverno,71.07,30,0,0.49,106,90
Vestido,Primavera,97.77,10,1,0.38,78,85
Calças,Outono,98.33,0,0,0.41,51,42
Casaco,Inverno,46.01,0,0,0.46,78,78
Saia,Primavera,45.83,0,0,0.47,52,52
Casaco,Outono,73.03,0,0,0.21,78,51
T-shirt,Verão,123.73,30,1,0.61,91,113
Vestido,Primavera,130.55,0,0,0.31,84,66
Vestido,Primavera,131.99,10,0,0.2,48,69
Calças,Outono,65.24,20,0,0.51,64,62
Casaco,Outono,123.83,10,1,0.54,47,70
Casaco,Outono,133.9,0,0,0.33,52,67
Calças,Verão,54.32,20,0,0.55,42,52
Sweater,Inverno,21.17,30,0,0.27,76,92
Sweater,Verão,146.31,10,0,0.53,14,9
Vestido,Primavera,139.79,0,0,0.33,58,45
Calças,Primavera,138.97,0,1,0.41,43,53
Casaco,Primavera,136.09,0,0,0.3,11,20
Calças,Verão,82.36,30,1,0.61,41,54
Casaco,Primavera,121.25,0,1,0.48,33,21
Saia,Verão,135.91,10,0,0.23,85,58
T-shirt,Inverno,55.24,20,0,0.46,23,16
T-shirt,Verão,145.88,50,0,0.25,85,114
Vestido,Outono,108.5,0,0,0.33,33,16
T-shirt,Inverno,81.98,20,0,0.4,4,23
Casaco,Verão,136.3,10,0,0.57,16,8
Vestido,Inverno,19.89,20,0,0.61,12,16
T-shirt,Verão,18.71,10,1,0.29,89,115
Casaco,Primavera,20.95,0,1,0.23,28,23
Vestido,Outono,131.97,0,0,0.24,36,19
Saia,Inverno,136.44,0,0,0.24,16,9
T-shirt,Primavera,73.6,20,1,0.39,74,76
Calças,Verão,72.45,0,0,0.39,44,38
Vestido,Outono,39.92,20,0,0.61,23,40
Casaco,Inverno,22.79,10,0,0.31,85,89
Vestido,Primavera,85.52,10,1,0.45,66,72
Casaco,Inverno,11.08,20,1,0.5,67,105
Casaco,Primavera,49.98,0,0,0.36,21,20
Saia,Primavera,124.9,10,0,0.61,36,46
Sweater,Verão,134.21,20,0,0.48,10,14
T-shirt,Verão,81.1,20,1,0.31,67,112
T-shirt,Inverno,114.02,10,0,0.37,32,14
Saia,Outono,146.19,10,1,0.26,38,33
Sweater,Primavera,144.8,10,1,0.59,17,27
Calças,Inverno,77.28,10,0,0.42,46,58
Calças,Outono,53.35,20,0,0.48,57,53
Saia,Outono,15.59,20,0,0.36,20,30
Casaco,Verão,39.84,10,1,0.35,12,4
Saia,Outono,132.82,0,0,0.24,32,23
Casaco,Verão,29.15,20,0,0.6,1,2
T-shirt,Verão,110.12,30,1,0.47,68,115
Casaco,Outono,49.96,0,0,0.21,70,51
Casaco,Primavera,102.6,0,0,0.4,17,25
Sweater,Verão,24.73,0,1,0.46,1,11
Saia,Verão,21.87,10,0,0.61,72,62
Sweater,Verão,87.61,10,0,0.45,7,10
Saia,Inverno,92.6,10,0,0.62,11,9
Sweater,Verão,129.02,0,0,0.48,1,9
Saia,Inverno,62.36,20,1,0.41,22,17
T-shirt,Inverno,45.91,10,1,0.24,15,29
Calças,Primavera,15.01,20,1,0.48,47,66
Vestido,Inverno,137.76,20,1,0.54,24,17
T-shirt,Outono,65.77,0,0,0.44,36,26
Sweater,Inverno,122.06,10,0,0.27,76,69
Saia,Inverno,18.57,0,0,0.62,10,7
Saia,Primavera,126.2,30,0,0.4,63,55
Vestido,Primavera,14.21,0,1,0.46,77,78
Vestido,Inverno,41.89,0,1,0.28,6,16
Calças,Verão,97.82,0,0,0.46,38,41
Calças,Primavera,144.82,0,0,0.5,66,46
T-shirt,Inverno,77.13,0,0,0.3,13,19
T-shirt,Verão,47.54,0,0,0.23,62,76
Saia,Inverno,24.45,10,0,0.56,5,20
Casaco,Inverno,23.75,10,0,0.41,93,88
T-shirt,Inverno,12.33,20,0,0.2,12,20
Casaco,Inverno,85.22,30,0,0.64,76,88
Calças,Primavera,65.7,20,1,0.52,41,60
Calças,Verão,83.63,0,0,0.29,32,39
Saia,Inverno,124.78,50,0,0.47,15,1
Vestido,Primavera,13.23,50,1,0.54,92,108
Vestido,Verão,135.82,0,0,0.45,74,46
Vestido,Inverno,83.25,0,0,0.38,9,15
Calças,Primavera,63.15,0,0,0.56,59,45
Vestido,Outono,110.62,10,0,0.56,27,34
Saia,Inverno,15.15,20,0,0.37,23,9
Casaco,Verão,51.35,0,1,0.36,24,8
Sweater,Inverno,101.16,10,0,0.44,80,67
Saia,Verão,12.05,10,0,0.55,84,75
T-shirt,Inverno,59.32,10,0,0.36,17,14
Sweater,Outono,34.9,0,0,0.52,57,58
Calças,Inverno,93.49,0,0,0.46,43,44
Calças,Primavera,73.04,10,0,0.6,66,53
Saia,Verão,114.16,10,0,0.26,49,55
Vestido,Verão,26.05,20,0,0.35,66,87
Casaco,Inverno,47.48,0,0,0.27,95,73
T-shirt,Outono,56.63,10,0,0.42,24,37
T-shirt,Outono,25.49,0,0,0.64,41,47
Calças,Outono,19.06,0,1,0.38,44,67
Vestido,Outono,87.77,0,0,0.4,49,17
Calças,Verão,19.17,30,1,0.34,42,54
Saia,Verão,115.98,10,0,0.59,93,61
Vestido,Inverno,71.44,30,0,0.51,13,12
Calças,Inverno,29.55,10,0,0.39,62,46
Calças,Outono,85.97,30,0,0.65,49,69
Saia,Inverno,29.5,0,1,0.37,10,11
Sweater,Inverno,64.38,0,0,0.36,84,71
Vestido,Primavera,132.34,10,0,0.65,77,59
T-shirt,Inverno,64.11,0,0,0.2,23,16
T-shirt,Verão,98.89,10,1,0.6,102,109
Sweater,Verão,80.78,20,0,0.58,3,8
Saia,Inverno,103.76,30,1,0.44,34,9
Calças,Verão,67.4,20,0,0.45,57,44
Vestido,Inverno,75.54,30,1,0.6,15,2
Saia,Inverno,88.69,50,0,0.52,21,13
Saia,Primavera,67.63,0,0,0.53,60,39
Calças,Inverno,106.7,50,0,0.48,52,60
Casaco,Primavera,123.03,20,1,0.6,7,24
Calças,Inverno,72.76,0,1,0.64,55,53
Saia,Outono,54.94,0,0,0.45,12,26
T-shirt,Inverno,42.1,0,1,0.52,11,28
T-shirt,Inverno,27.38,10,0,0.38,1,13
Saia,Outono,16.35,0,1,0.37,18,16
Sweater,Outono,143.1,0,0,0.47,73,51
T-shirt,Inverno,143.24,20,0,0.28,7,24
Saia,Outono,28.23,10,0,0.22,32,17
Sweater,Primavera,60.59,0,0,0.59,24,16
Sweater,Verão,43.22,10,1,0.23,7,13
T-shirt,Inverno,85.32,30,0,0.54,31,24
Saia,Primavera,132.79,0,0,0.59,51,43
T-shirt,Outono,45.4,0,1,0.63,49,58
Casaco,Primavera,49.47,0,1,0.36,7,23
Vestido,Primavera,99.84,30,1,0.25,61,107
Vestido,Inverno,91.54,10,0,0.29,24,11
Calças,Verão,70.9,0,1,0.6,33,50
Saia,Outono,57.64,10,1,0.49,18,21
T-shirt,Outono,115.78,10,0,0.43,53,40
Casaco,Verão,120.32,20,0,0.22,4,16
Casaco,Inverno,148.91,30,0,0.34,64,74
Saia,Primavera,11.61,20,1,0.57,76,78
Sweater,Inverno,117.56,10,1,0.52,82,84
Saia,Primavera,110.43,20,0,0.36,62,51
Calças,Outono,12.47,0,0,0.25,53,49
Sweater,Verão,75.4,0,1,0.61,20,7
Calças,Outono,118.14,50,1,0.32,47,85
Sweater,Verão,32.59,20,1,0.61,11,15
Saia,Primavera,72.99,20,1,0.32,60,87
Vestido,Primavera,110.0,0,0,0.36,68,55
Saia,Verão,138.78,10,0,0.45,62,51
Saia,Verão,90.22,50,1,0.2,67,118
T-shirt,Inverno,98.07,0,0,0.56,25,8
Sweater,Verão,79.58,0,1,0.49,15,13
Saia,Primavera,99.56,10,0,0.38,51,51
Vestido,Primavera,119.4,20,1,0.61,52,75
Casaco,Outono,119.32,20,0,0.51,58,57
Calças,Outono,24.69,30,0,0.37,47,63
Vestido,Verão,76.45,30,0,0.39,76,94
Saia,Primavera,43.85,0,0,0.51,60,50
T-shirt,Outono,88.5,20,0,0.55,32,36
Saia,Verão,115.69,10,0,0.26,87,76
Casaco,Inverno,113.18,0,0,0.28,67,70
Sweater,Primavera,122.78,50,0,0.63,29,35
Casaco,Primavera,108.51,0,1,0.25,1,14
T-shirt,Primavera,66.17,10,0,0.22,64,60
Saia,Inverno,37.8,10,0,0.4,1,8
Saia,Primavera,79.15,0,0,0.2,48,44
T-shirt,Inverno,61.45,20,1,0.51,19,22
Calças,Inverno,100.4,10,0,0.52,54,40
Sweater,Primavera,90.99,0,0,0.65,24,24
T-shirt,Primavera,83.61,30,0,0.23,65,63
Saia,Primavera,106.74,30,0,0.55,65,73
Casaco,Inverno,108.07,0,1,0.63,87,92
Calças,Inverno,86.6,30,0,0.23,63,61
Casaco,Inverno,122.63,30,0,0.42,68,89
Saia,Verão,39.32,10,0,0.26,56,66
Sweater,Inverno,110.21,20,1,0.36,94,94
T-shirt,Outono,28.03,0,1,0.63,29,39
T-shirt,Verão,30.97,10,1,0.36,110,114
Saia,Inverno,64.3,20,1,0.64,1,10
Vestido,Primavera,78.95,0,1,0.44,78,88
Casaco,Inverno,115.07,0,0,0.58,77,63
Sweater,Outono,111.39,20,1,0.64,58,79
Casaco,Inverno,106.13,50,0,0.53,63,86
T-shirt,Outono,61.37,20,1,0.6,32,54
Sweater,Inverno,126.79,10,0,0.44,77,66
Sweater,Inverno,72.4,30,0,0.29,93,92
Sweater,Verão,115.33,20,0,0.5,18,2
Casaco,Inverno,19.3,10,0,0.46,81,85
Sweater,Outono,56.19,30,0,0.22,47,67
T-shirt,Primavera,115.79,0,1,0.37,59,61
Vestido,Verão,98.53,10,0,0.64,68,67
Sweater,Primavera,59.69,0,1,0.36,13,24
Calças,Inverno,17.55,10,0,0.35,47,59
Casaco,Inverno,126.44,30,0,0.42,95,92
Saia,Primavera,36.95,10,1,0.34,35,75
T-shirt,Inverno,30.68,0,0,0.36,13,14
Calças,Outono,56.86,0,0,0.4,72,55
Calças,Outono,105.74,30,0,0.39,61,61
T-shirt,Outono,141.52,10,1,0.5,42,41
Saia,Outono,68.01,10,1,0.51,23,23
Sweater,Verão,110.73,50,0,0.24,10,18
Saia,Outono,146.4,20,0,0.61,18,7
Saia,Inverno,102.33,0,1,0.27,1,13
Vestido,Outono,131.85,10,0,0.43,15,24
Calças,Primavera,55.44,0,0,0.54,54,48
Vestido,Verão,121.65,0,0,0.3,77,74
Casaco,Verão,24.59,20,1,0.43,1,4
Vestido,Inverno,146.95,0,0,0.54,11,20
T-shirt,Outono,26.73,0,0,0.56,31,33
Vestido,Primavera,57.25,10,0,0.49,82,64
T-shirt,Primavera,103.9,10,1,0.47,48,66
Calças,Verão,127.58,10,1,0.49,50,53
Vestido,Primavera,11.61,10,0,0.5,65,78
Vestido,Verão,33.12,50,0,0.41,52,120
Casaco,Inverno,125.78,0,1,0.46,94,88
Casaco,Inverno,133.64,20,0,0.48,78,78
Sweater,Inverno,109.24,50,0,0.24,72,99
Vestido,Primavera,70.8,0,1,0.35,81,72
Saia,Verão,24.04,0,0,0.41,89,63
T-shirt,Verão,104.32,30,0,0.61,95,94
Calças,Verão,13.92,10,1,0.54,32,50
Saia,Outono,56.07,20,1,0.37,23,25
Saia,Verão,145.75,0,0,0.54,99,67
Casaco,Verão,31.43,50,0,0.48,25,13
Saia,Outono,102.27,20,0,0.56,12,29
Sweater,Verão,83.63,0,0,0.5,4,6
Saia,Inverno,114.19,30,0,0.38,16,5
Casaco,Primavera,80.02,20,0,0.56,16,12
Sweater,Primavera,128.71,10,0,0.58,35,25
T-shirt,Inverno,10.65,0,1,0.27,21,27
Vestido,Inverno,49.44,0,1,0.31,5,24
Saia,Outono,103.2,0,0,0.29,18,22
Sweater,Outono,137.59,10,0,0.63,53,53
Vestido,Outono,117.09,10,1,0.58,36,33
Vestido,Primavera,131.37,10,0,0.21,87,68
Saia,Outono,110.27,20,1,0.33,26,27
Casaco,Inverno,103.59,20,0,0.27,79,79
Vestido,Outono,139.56,0,0,0.51,32,8
Sweater,Verão,99.98,0,0,0.58,8,11
Vestido,Outono,39.08,10,0,0.55,39,30
Calças,Verão,40.8,10,0,0.4,38,38
Sweater,Verão,111.71,30,0,0.53,13,2
Vestido,Inverno,77.36,20,1,0.58,1,15
Casaco,Inverno,78.63,0,0,0.26,77,67
Saia,Outono,118.76,20,0,0.58,32,25
Vestido,Verão,83.47,0,0,0.47,66,74
Calças,Outono,130.5,30,0,0.5,46,58
Sweater,Outono,105.72,20,0,0.52,65,57
Saia,Outono,75.48,0,0,0.52,2,27
T-shirt,Outono,130.67,0,0,0.53,33,37
Saia,Primavera,16.32,0,0,0.57,78,52
Calças,Verão,145.43,20,0,0.52,39,37
Sweater,Primavera,128.65,30,0,0.62,24,30
Sweater,Outono,118.82,10,1,0.62,70,60
Vestido,Verão,60.99,0,1,0.22,80,97
T-shirt,Verão,83.18,20,0,0.61,85,84
Sweater,Primavera,35.95,20,0,0.29,26,31
Casaco,Outono,53.71,20,0,0.55,62,67
Vestido,Primavera,23.96,20,1,0.49,76,83
Vestido,Inverno,113.09,50,0,0.46,16,22
Calças,Outono,69.82,10,0,0.57,71,60
Saia,Primavera,45.31,0,0,0.24,45,48
Calças,Inverno,143.55,0,0,0.6,63,45
Calças,Primavera,132.87,10,1,0.44,45,62
T-shirt,Inverno,15.62,0,1,0.31,38,31
Calças,Primavera,118.63,10,1,0.51,48,53
Vestido,Verão,32.49,50,0,0.39,69,113
Sweater,Primavera,114.41,0,0,0.56,17,19
Calças,Outono,107.86,0,1,0.61,54,52
Calças,Outono,127.14,20,0,0.53,65,51
Sweater,Primavera,81.91,10,0,0.5,28,26
Sweater,Inverno,78.79,20,0,0.25,57,82
Calças,Verão,88.92,50,0,0.51,46,48
Sweater,Outono,53.1,30,0,0.53,64,62
T-shirt,Outono,29.38,20,0,0.2,29,39
T-shirt,Outono,135.93,20,1,0.61,47,42
T-shirt,Inverno,80.9,30,0,0.49,17,18
Sweater,Inverno,36.35,10,0,0.43,57,73
Calças,Outono,58.05,30,1,0.54,47,67
Sweater,Outono,138.63,0,1,0.54,39,64
Sweater,Inverno,138.25,10,0,0.33,67,62
Saia,Inverno,67.26,20,0,0.63,1,8
Saia,Verão,123.45,20,1,0.56,72,93
T-shirt,Verão,118.68,0,1,0.27,98,94
Vestido,Primavera,34.43,10,0,0.33,88,69
Saia,Outono,44.37,0,1,0.61,20,25
Saia,Outono,46.84,20,1,0.4,24,48
Casaco,Inverno,113.84,0,0,0.63,93,74
T-shirt,Verão,142.48,50,1,0.2,107,131
Sweater,Verão,15.51,10,1,0.31,9,23
Sweater,Inverno,36.36,0,0,0.38,59,62
Vestido,Inverno,70.08,10,1,0.25,12,27
Vestido,Verão,74.9,0,1,0.44,89,101
T-shirt,Primavera,19.59,30,0,0.34,61,65
Vestido,Outono,56.12,10,1,0.39,15,35
Sweater,Verão,69.61,0,0,0.65,18,7
Calças,Primavera,74.95,0,0,0.45,60,51
T-shirt,Inverno,72.34,50,0,0.31,31,19
Vestido,Primavera,96.51,0,0,0.61,89,75
